,기입날짜,별점,옵션,후기
38,23.04.10.,5,색상: 퍼플러MA(87키) / 스위치: 게이트론 저소음갈축,"색감 키감 다 만족... 하나 아쉬운게 있다면 Caps Lock, Scr Lock, Pau Brk 버튼을 누르면 키 밑에 LED가 점등되는 위치가 방향키 위쪽에 있었으면 좋았을탠데.. 이건 뭐 가려서 보이지도 않음.. 캡스락 활성/비활성화 일 때 구분이라도 하게 해주던가.."
39,23.04.08.,5,색상: 퍼플러MA(87키) / 스위치: 게이트론 저소음갈축,아주좋아요아주좋아요
40,23.04.08.,5,색상: 퍼플러MA(87키) / 스위치: 게이트론 저소음갈축,겁나이뻐요 소리는 서걱서걱 보글보글 38그램이라서 손가락 힘 많이 안 들어서 좋아요
41,23.04.07.,5,색상: 블루블랙(87키) / 스위치: 게이트론 저소음갈축,키감이나 색감이 너무 좋아요 나중에 키캡만 바꿔서 기분전환해도 좋을것같아요. (몰컴용 쌉가능)
42,23.04.06.,5,색상: 다크시티MA(87키) / 스위치: 게이트론 저소음갈축,"너무 좋아요 고민은 시간 낭비입니다
색깔도 너무 예뻐요 다크시티"
43,23.04.06.,5,색상: 퍼플러MA(87키) / 스위치: 코랄축V2(45g),"몇달 기다려 구매한 엠스톤... 전에 레오폴드 흑축 풀윤활을 썼을때도 너무 좋아서 풀윤활에 빠졌는데 풀윤활 제품이라니.. 밀키축v2랑 코랄축v2 중에 고민하다가 코랄을 골랐는데 정말 맘에 듭니다. 도각도각거리는 타건감, 소리 다 정말 좋아요! 다른분이 사신 밀크축v2도 쳐봤는데 얘도 소리랑 키감 너무 좋아서 다음 재입고때 구매하려합니다 ㅎㅎ"
44,23.04.06.,5,색상: 퍼플러MA(87키) / 스위치: 밀키축V2(38g),"입고 기다리다가 드디어 구매했네요 !!
기대했던 것만큼 너무 예쁘고 타건음도 좋습니당 
키캡은 제 취향으로 바꿔끼워봤는데 역시 예쁘네용
잘 사용하겠습니다 !"
45,23.04.06.,5,색상: 퍼플러MA(87키) / 스위치: 저소음밀키축(38g),"누르는 키감도 너무 좋고 저소음이라 소리도 진짜 안나요
사무실이 뻥 뚫려있어서 옆사람 테이블을 다 볼 수 있는 구조인데 키보드 예쁘다고 난리에욥 굳굳 참소비했습니다"
46,23.04.06.,5,색상: 퍼플러MA(87키) / 스위치: 적축(45g),그래요..  장비는 예뻐야죠.. 색감 도랏다 진자.. 밀키축 사고싶었는데 계속 품절이라서 적축이라도 주워왔습니다 ㅜㅜ 밀키축도 써보고싶어요
47,23.04.05.,5,색상: 퍼플러MA(87키) / 스위치: 저소음적축(35g),저소음밀키축 실패해서 에라 모르겠다 하고 주문한거였는데 너무너무너무 만족입니다!! 진짜 타이핑 소리 없다시피하고 도로로로 하는 부드러운 느낌이 너무 좋아서 얼른 출근해서 키보드 치고 싶은 정도예요!! 색은 말해 뭐해.. 영롱 그 자체
48,23.04.05.,5,색상: 퍼플러MA(87키) / 스위치: 저소음적축(35g),와 스테빌 대박이고요? 색감 대박이고요? 기다렸다가 산 보람이 있네요 ㅠㅠ 한동안 로우프로파일에만 빠져 있었는데 이거 산 보람을 느끼는 중입니다 진짜 예쁘고 예뻐요....
49,23.04.05.,5,색상: 라이트그레이(87키) / 스위치: 밀키축V2(45g),너무 잘쓰고잇어요 이쁩니다!
50,23.04.05.,5,색상: 퍼플러MA(87키) / 스위치: 코랄축V2(55g),감사합니다 잘 받았습니다! 색상도 이쁘고 타건감이 정잘 좋네요
51,23.04.04.,5,색상: 퍼플러MA(87키) / 스위치: 저소음적축(35g),"기존 키보드가 무거워서 저소음 밀키축을 구매하고 싶었는데 품절이 너무 안 풀려서 저소음 적축을 샀는데 만족합니다 !!! 
키압도 너무 가볍고 무엇보다 색감이 존예... 
배송도 개빨리오고 최고입니다"
52,23.04.04.,5,색상: 블랙옐로우(87키) / 스위치: 저소음적축(35g),배송 빠르고 물건 정말 좋은것 같아요~
53,23.04.04.,5,색상: 퍼플러MA(87키) / 스위치: 저소음적축(35g),퍼플러만 오래 기다려왓어요.. 색감 존예.. 밀키축 사면 좋앗을걸 1분만에  품절 말이 됨니까..
54,23.04.03.,5,색상: 퍼플러MA(87키) / 스위치: 게이트론 저소음갈축,오래기다렸는디 기다린 보람이 있어요 게저갈 구매했는데 다음에는 저소음 코랄 노려볼라구요
55,23.04.02.,5,색상: 다크시티MA(87키) / 스위치: 저소음코랄축(38g),"저소음 코랄축 타건해보고 구매하였습니다. 
키감도 아주 마음에들고 색상도 멋지네요👍🏻👍🏻"
56,23.04.02.,5,색상: 다크시티MA(87키) / 스위치: 게이트론 저소음갈축,1년 넘게 기다려서 받았습니다...너무 만족스러워요
57,23.04.02.,5,색상: 라이트그레이(87키) / 스위치: 저소음적축(35g),색이 너무 올드하지 않나 싶었는데 차분하니 좋네요 ㅎㅎ 기계식 키보드 처음인데 조용하고 키감도 만족스럽습니다!
58,23.04.01.,5,색상: 라이트MA/옐로우(87키) / 스위치: 저소음적축(35g),조용한 환경에서 일해서 일부러 저소음적축 샀는데 정말 만족스러워요 다음엔 엠스톤 특주축 저소음 모델도 사보고 싶어요
59,23.04.01.,5,색상: 다크시티MA(87키) / 스위치: 코랄축V2(38g),아주 만족 합니다 ㅎㅎ
60,23.03.31.,5,색상: 블루블랙(87키) / 스위치: 저소음적축(35g),큰 맘 먹고 하나 장만했는데 완전 만족합니다.
61,23.03.31.,5,색상: 블루블랙(87키) / 스위치: 게이트론 저소음갈축,"저소음 갈축이라는 축을 처음 써보았는데, 처음에는 너무 타건감이 스무스해서 마음에 안들었지만,, 며칠 쓰다가 보니, 매우 조용하고, 타건감도 손에 익어서 매우 좋습니다. 사무실에서 쓰기에 너무나도 적절한 기계식 키보드인것 같아요!!"
62,23.03.31.,5,색상: 다크시티MA(87키) / 스위치: 게이트론 저소음갈축,"키감 묵직하니 좋네요 ㅎ 키캡 영향인지 키보드가 제 손에 맞는건지 오타도 잘 안남니다 굳굳 
단.. 백스페이스 키 누를 때 통울림이 좀 있네요 ㅜㅜ 자주 쓰는 키인데 이거만 좀 잘 잡혀있었으면 더할나위 없이 좋으련만 그래도 전체적으로 매우 만족합니다. 잘 쓸게요 !"
63,23.03.31.,5,색상: 다크시티MA(87키) / 스위치: 저소음밀키축(45g),"거진 두달간의 기다림의 끝에 주문한 키보드입니다!
4시 재고 풀리자마자 특주축들 전부 매진이라뇨ㅜ
심장떨면서 주문했습니다! 재고더 많이 만들어주심안될까요? ㅠㅠ 라이트그레이를 젤사고싶었지만 더오래 기다려야할것같아 다크시티 색이 잘나와서 다크시티 먼저 구매했습니다! 저소음 밀키축 진짜 소리도 안나서 보글보글 소리 너무 만족합니다!"
64,23.03.30.,5,색상: 다크시티MA(87키) / 스위치: 코랄축V2(38g),"엠스톤 키보드만 지금 몇대째인지.. 15대이상 훌쩍 넘게 출시될때마다 구매하여 소장중이네요 ㅎㅎ
이번에 정말 애타게 기다리던 다크시티 출시 소식으로 바로 출시하자마자 구매하였습니다.
이전에 코랄v2 45g 클라리온도 구매했었어서 이번에는 스위치를 뭐로 구매하지 고민하던 중 38g도 사용해보자는 생각이 들어서 구매했습니다.
45g은 상당히 묵직한 택타일 키감이였다면
38g은 적당하게 부드러운 택타일 키감입니다.
확실히 걸림이 덜해서 부담이 덜하네요 ㅎㅎ
색상 키감 모두 만족스럽네요.
다만 스테빌이 이번에는 뽑기가 잘 못된건지 조금 아쉽습니다.. 수평은 잘 맞는데 윤활이 수평에 맞지않게 왼쪽이 과하거나 오른쪽이 과한 부분이 조금 있네요 ㅎㅎ
그래도 만족스럽습니다.

다음은 퍼플MA 버전입니다.. 내일 기다립니다..ㅎㅎ"
65,23.03.30.,5,색상: 다크시티MA(87키) / 스위치: 밀키축V2(38g),"엠스톤 키보드만 지금 몇대째인지.. 15대이상 훌쩍 넘게 출시될때마다 구매하여 소장중이네요 ㅎㅎ
이번에 정말 애타게 기다리던 다크시티 출시 소식으로 바로 출시하자마자 구매하였습니다.
이전에 밀키v2 45g 클라리온도 구매했었어서 이번에는 스위치를 뭐로 구매하지 고민하던 중 38g도 사용해보자는 생각이 들어서 구매했습니다.
45g은 상당히 묵직한 리니어 키감이였다면
38g은 적당하게 부드러운 리니어 키감입니다.
색상 키감 모두 만족스럽네요.
다만 스테빌이 이번에는 뽑기가 잘 못된건지 조금 아쉽습니다.. 수평은 잘 맞는데 윤활이 수평에 맞지않게 왼쪽이 과하거나 오른쪽이 과한 부분이 조금 있네요 ㅎㅎ
그래도 만족스럽습니다.

다음은 퍼플MA 버전입니다.. 내일 기다립니다..ㅎㅎ"
66,23.03.30.,5,색상: 다크시티MA(87키) / 스위치: 저소음밀키축(38g),훨씬 고급지고 이뻐요!! 다크시티 리뷰가 많이 없어서 고민했는데 훨씬 고급진 블랙이네요 위에 있는 기존 블랙 키보드와 비교했을때 연하고 이뻐요
67,23.03.30.,5,색상: 다크시티MA(87키) / 스위치: 코랄축V2(38g),배송빠르고 제품 좋네요 뾱뾱이 감사합니다
68,23.03.30.,5,색상: 다크시티MA(87키) / 스위치: 저소음밀키축(38g),"다크시티 이쁘긴 이쁜데요 근데 약간 감성있게 이쁜거 사고싶은신분들은 이거 말고 다른거 사길 권장드립니다. 정말 무광이라고 할정도로 까매요
또 진짜 조용하긴 엄청 조용합니다. 그래서 사무실에서 키보드를 치고 있나 싶을 정도예요 너무 조용해서 더 소름(코랄축할까하다가 더 얌전한 밀키축샀는데 역시 베리굳) 근데 약간 치는맛은 코랄축이 더 좋은것같아요
그리고 LED가 있으나 마나할정도로 티가 안나서 아쉽고요
타건감은 38G치고는 무겁습니다. 저적이라 쩔수.. 45나 55 적축보다야 가볍겠지만 손가락으로 타자 가볍게 치시는분들한테는 초반적응에 버거울지도.....물론 전 만족함.. 
맘에들어요 회사에서 쓰기 딱좋아요 타자 유독 강하게 치시는분들한테도 이게 좋을것같네요 너무 조용해서 코랄축도 사고싶어졌달까"
69,23.03.29.,5,색상: 라이트MA/그린(87키) / 스위치: 코랄축V2(55g),타건감이 좋고 소리도 말발굽 같지만 맑은 게 정말 만족스럽다.
70,23.03.29.,5,색상: 블랙옐로우(87키) / 스위치: 게이트론 저소음갈축,"저소음 적축보다 조금 더 조용하네요.
키감도 갈축이라서 마음에 듭니다.
덕분에 회사에서 잘 쓸 수 있겠습니다."
71,23.03.29.,5,색상: 클라리온S(87키) / 스위치: 갈축(35g),예뻐요ㅠ 키감도 너무 좋네요! 사길 잘했어요!
72,23.03.28.,5,색상: 라이트MA/옐로우(87키) / 스위치: 저소음적축(45g),텐키리스가 편하고 좋아요 실물 귀엽고 고장도 안낫고여 키캡 다른걸로 호환되는지 궁금합니다
73,23.03.28.,5,색상: 라이트MA/그린(87키) / 스위치: 갈축(35g),갈축 35로 샀믄데 내가 생각했던것보다 훨씬 가벼워서 45살걸 후회된다… 고민된다면 45사세여 그리고 스페이스바에서 빈소리다 크케 들지리지만 그것만 아니면 완전 만족한다
74,23.03.27.,5,색상: 라이트그레이(87키) / 스위치: 밀키축V2(45g),"바뻐서 컴퓨터를 자주 켜지 못해 아쉽지만 
그럼에도 지나가면서 한번씩 치고 있습니다 
아주 좋습니다"
75,23.03.25.,5,색상: 라이트MA/그린(87키) / 스위치: 저소음적축(35g),저소음 적축을 사용하시는 분들께 사무용으로 제격인 아이템입니당.!
76,23.03.25.,5,색상: 블랙옐로우(87키) / 스위치: 코랄축V2(38g),"키보드 처음 사서 써보는 건데 너무 만족스럽네요.
친구한테도 추천할 생각입니다!"
77,23.03.24.,5,색상: 블루블랙(87키) / 스위치: 저소음적축(35g),"부드럽고 소리가 거의 없으면서 
키 감이 고급스럽습니다"
78,23.03.24.,5,색상: 블랙옐로우(87키) / 스위치: 게이트론 저소음갈축,키감이 너무좋아요....행복
79,23.03.24.,5,색상: 라이트MA/그린(87키) / 스위치: 갈축(45g),처음써봣는데 키감좋네요
80,23.03.23.,5,색상: 블루블랙(87키) / 스위치: 저소음적축(35g),"사무실에서 사용하던 타사의 저소음적축(38g)이 무겁게 느껴져서 가벼운 키보드를 찾던 중 다크한 디자인이 마음에 들었고 다양한 리뷰들에서도 평이 좋아서 구매하게 되었는데 굉장히 만족스럽습니다.
장점이자 단점이라면 C타입 연결 시 끝까지 꾸~욱 눌러서 단단히 고정해야 합니다. 고정되지 않으면 키보드가 동작하지 않아 불량으로 오해할 수 있습니다. 처음 구매자분들께서는 참고해주세요~"
81,23.03.22.,5,색상: 라이트MA/그린(87키) / 스위치: 갈축(35g),배송도 빠르고 좋아요 색상도 마음에 들어요
82,23.03.21.,5,색상: 라이트MA/그린(87키) / 스위치: 코랄축V2(55g),역시 믿고 쓰는 엠스톤 풀윤활ㅠㅠ 소리가 너무 좋아요ㅠㅠ 근데 여기서 더 쫀득했음 좋겠으면 하는 소소한 바램ㅎㅎ
83,23.03.21.,5,색상: 라이트MA/그린(87키) / 스위치: 갈축(35g),키감 아주 만족스럽습니다 잘사용할게요
84,23.03.21.,5,색상: 라이트MA/그린(87키) / 스위치: 저소음적축(45g),"● 처음으로 구매해본 제 입장에서는 비싼 키보드
● 인기가 많아서 원하는 거 찾기 어려움
● 고민하는 순간 품절. 보이면 바로 주문
● 사각거리는 키감
● 실리콘마감처럼 부드러운 촉감
● 무소음적축탑게 적은 소음으로 사무실, 카페에서 사용가능
● 그린과 그레이 색상으로 빈티지스러우면서 깔끔한 디자인
● 콤팩트한 크기로 최고의 휴대성
● 선물해줬는데 너무 좋아해서 나도 만족"
85,23.03.21.,5,색상: 클라리온S(87키) / 스위치: 저소음코랄축(45g),너무너무너무 조아요 ㅎㅎㅎ 역시 엠스톤~
86,23.03.21.,5,색상: 블랙옐로우(87키) / 스위치: 게이트론 저소음갈축,조용하고 사용하기 편합니다
87,23.03.20.,5,색상: 블랙옐로우(87키) / 스위치: 저소음적축(35g),"키감은 역대급이내요!
팜레스트가 없고 rgb감성은 떨어지지만 충분히 만족할만한 제품이내요.
재고가 없어서 축만선택하고 키캡을 바꿔야하는 번거로움은 아쉬운 부분이내요."
88,23.03.20.,5,색상: 라이트MA/그린(87키) / 스위치: 저소음코랄축(38g),"한달 동안 사용하고 있는 것 인증샷!
사무실에서 사용하는 중이라 살짝살짝 먼지가 있는게 보이시나요 ㅎㅎ 
하지만 키 캡의 퀄리티가 좋아서 번들거림이나 지워짐 없이 가끔 청소 해 주면서 잘 사용하고 있습니다.
계속 사용하다보니까 손도 익숙해진건지 키 압이 좀 높게 느껴지던 현상이 없네요. 
저소음이기 때문에 사무실에서 파워 타건을 하더라도 눈치 보이지 않고 만족스러운 타건감을 자랑합니다."
89,23.03.18.,5,색상: 블랙옐로우(87키) / 스위치: 게이트론 저소음갈축,타자소리 너무 좋아요~~오래 잘 쓸 것 같아요 👍🏻
90,23.03.18.,5,색상: 라이트그레이(87키) / 스위치: 저소음적축(35g),타이핑 느낌 너무 좋아요
91,23.03.18.,5,색상: 라이트MA/그린(87키) / 스위치: 적축(45g),처음 사보는데 키감이 상당히 만족스럽습니다
92,23.03.18.,5,색상: 클라리온S(87키) / 스위치: 저소음밀키축(45g),좋아요~~~~~~~
93,23.03.18.,5,색상: 라이트그레이(87키) / 스위치: 갈축(45g),빠른배송 감사합니다
94,23.03.18.,5,색상: 라이트그레이(87키) / 스위치: 저소음코랄축(45g),키캡 바꿔서 쓰는게 좋네요
95,23.03.17.,5,색상: 라이트MA/그린(87키) / 스위치: 갈축(35g),"보글보글한 촉감 ㅎㅎ 쪼끔 더 무겁게 사도 될 듯
만족해용"
96,23.03.16.,5,색상: 라이트MA/그린(87키) / 스위치: 저소음적축(45g),구그구스구ㅜㅛㅡ으읏
97,23.03.15.,5,색상: 블랙옐로우(87키) / 스위치: 게이트론 저소음갈축,"사무실에서 사용하려고 주문했어요~
엠스톤제품은 오레오축,코랄축 가지고 있는데 다 너무 만족하며 쓰고있습니다^^
게저갈도 역시 소문대로 조용하면서 타건하는 맛은 제대로 살아있네요! 서걱서걱하는 느낌이 상당히 중독성있고 매력있습니다. 키캡은 제 취향대로 바꿨어요~ 좋은제품 잘 쓰겠습니다 감사합니다~"
98,23.03.15.,5,색상: 라이트그레이(87키) / 스위치: 갈축(45g),윤활이 되어 있어 스프링 소리 안나서 정말 좋아요. 하루 빨리 코랄축 재입고 기원합니다
99,23.03.15.,5,색상: 라이트그레이(87키) / 스위치: 밀키축V2(45g),소리 너무 좋고 귀 녹습니다 ㄹㅇ.. 제가 타건샵에서 폴라리스 구형 밀키축 쳐보고 사려다 매물이 없어 이 버전을 기다렸습니다. 버전이 달라 그 키감과 많이 다르면 어쩌지 했는데 소리며 키감이며 아주 훌륭하네요.
100,23.03.14.,5,색상: 라이트MA/그린(87키) / 스위치: 적축(45g),배송굿 타건감 너무좋고 이쁨
101,23.03.13.,5,색상: 라이트그레이(87키) / 스위치: 게이트론 저소음갈축,역시 키보드는 엠스톤
102,23.03.13.,5,색상: 라이트그레이(87키) / 스위치: 갈축(45g),"최근 엠스톤의 코랄V2를 구매했었는데 적응실패로 그만 방출하고 말았습니다 
그 이후 엠스톤은 나랑 안맞구나 싶어 다른 키보드들도 구매해봤지만 역시 풀윤활은 이길수 없구나 싶더라구요 
기본중의 기본인 갈축으로 다시 엠스톤 제품을 구매했는데요

결과부터 말씀드리면 아주 대만족입니다 
윤활을 하게 되면 키압이 3~5g이 높아진다는 말에 35g 구매를 원했지만 품절이라 어쩔수 없이 45g을 구매했는데 처음 개봉 후 타건을 했을 때 손가락 마디가 조금 아팠는데 시간이 지나니 적응이 빠르게 되더라구요 

너무 마음에 들었고 디자인도 레트로한 색상이 너무 좋았습니다(포인트 키캡인 세이지 그린도 함께 구매해서 장착하니 여태 본 키보드들 중 가장 이뻤습니다)

10만원 중반대로 풀윤활 키보드를 경험할 수 있게 해준 엠스톤에 감사드리며 추후 무선 제품도 개발중이라고 하던데 이것도 기대가 되네요"
